idi18n,dsmsgkey,dsenus,dsptbr,dseses
da5b5811-936a-480d-9a7c-92f0c7b4b4c9,Action.name.DELETECOSTCENTER,Delete Cost Center,Excluir Centro de Custo,Eliminar centro de costos
4fb18a7e-3779-4567-b9f8-df024146f067,Action.name.DELETEDEPARTMENT,Delete Department,Remover Departamento,Eliminar Departamento
0852ecde-84cc-4870-9155-c1fc1ebaf8d4,Action.name.DELETEDIALECT,Delete Dialect,Remover Dialeto,Eliminar Dialecto
750cfa34-8818-48c8-8087-ae5f4e74bcf8,Action.name.DELETEDOCUMENT,Delete Document,Excluir Documento,Eliminar documento
f3402f0b-1645-4efc-a7af-1000cefe0900,Action.name.DELETEDRIVER,Delete Driver,Excluir Motorista,Eliminar controlador
221b219d-b13f-4132-98bf-7eb50491686d,Action.name.DELETEEMAILLAYOUT,Delete Email Layout,Remover Layout de Email,Eliminar diseño de correo electrónico
4958d9ab-dcad-4f27-9983-e3acde0478c0,Action.name.DELETEEXCHANGEPROTECTION,Delete Exchange Protection,Remover Proteção de Câmbio,Eliminar la Protección de Intercambio
87024a60-bf14-49ea-90b0-bb4a1f53e454,Action.name.DELETEFILE,Delete Files from Attachments,Remover Arquivos de Anexos,Eliminar archivos de Adjuntos
ada73ede-0203-43b1-b060-da19ce381998,Action.name.DELETEGOODS,Delete Goods,Remover Mercadoria,Eliminar bienes
51c4af9a-82c7-4b6c-99ef-459e0bbd922e,Action.name.DELETEGOODSCOMPANY,Delete Company from Goods,Remover Empresa da Mercadoria,Eliminar la empresa de los bienes
7e041201-9d45-4a2f-af52-286860625c4c,Action.name.DELETEIMPORTFILE,Delete File Import Data,Excluir Arquivo de Importação de Dados,Eliminar archivo Importar datos
cd34a282-b005-4fe1-9537-203fbd2f315e,Action.name.DELETEINCOTERMCHARGE,Delete Incoterm Charge,Remover Taxa do Incoterm,Eliminar el cargo del Incoterm
2ac82f3f-c3fd-46f4-98b2-f788d8dff53d,Action.name.DELETEINSTRUCTION,Delete Instruction,Remover Instrução,Instrucción de eliminación
d566a7d5-d5f4-4072-bf08-1f8bb9fdcb54,Action.name.DELETEINVOICECHARGE,Delete Invoice Charge,Remover Taxa da Invoice,Eliminar cargo de factura
24d0a35e-5ad9-491f-bd0d-8df533ca6391,Action.name.DELETEINVOICEPARCEL,Delete Invoice Parcel,Remover Parcela de Invoice,Eliminar factura de paquete
2401a55f-045e-4a6c-8157-5278750ddc59,Action.name.DELETELATEFEEINVOICE,View Demurrage / Detention Invoice,Visualizar Invoice de Demurrage / Detention,Ver factura de demora / detención
7639d20f-1081-4ea5-91b0-4de1f4f6a0c5,Action.name.DELETELATEFEEVOLUME,Delete Demurrage / Detention Volume,Remover Volume de Demurrage / Detention,Eliminar el volumen de demora / detención
331c461b-67b7-4970-9fe1-6bf59fc80094,Action.name.DELETEOCCURRENCE,Delete Occurrence,Remover Ocorrência,Eliminar Ocurrencia
e04f417d-6b9c-41ed-a7ca-12520e9dc025,Action.name.DELETEOFFICE,Delete Office,Remover Escritório,Eliminar Oficina
2eec3a31-339d-4955-bbc2-5e9a3307e627,Action.name.DELETEOFFICESALESMAN,Delete Office Salesperson,Remover Vendedor do Escritório,Eliminar Vendedor de Oficina
1b6fce6b-f6df-4e62-9a7f-4d84a372eed5,Action.name.DELETEORGANIZATIONPRINTSETTINGS,Delete Default Impression,Remover Padrões de Impressão,Eliminar Impresión Predeterminada
6461db6f-22f2-4eaf-9444-8d4f16458a86,Action.name.DELETEOWNERCHARGE,"Delete Charge of a Register (Office, Company, etc)","Remover Taxa de um Registro (Escritório, Empresa, etc)","Eliminar cargo de un registro (oficina, empresa, etc.)"
45396bf0-35ff-4ea6-8c43-d797b3a3ca80,Action.name.DELETEPARTNER,Deactivate Webtracking Access,Inativar acesso ao Webtracking,Desactivar acceso al seguimiento web
c10430ad-c1d1-4f3f-b2f6-f523acff6f37,Action.name.DELETEPAYMENTTERM,Delete Term of Payment,Remover Prazo de Pagamento,Eliminar Término de Pago
c8bd0013-32c2-401e-a6ac-daa5407418c6,Action.name.DELETEPHONE,Delete Phone,Remover Telefone,Eliminar teléfono
75ebf376-15bb-4d84-a465-1ae9e2fb8be8,Action.name.DELETEPLAN,Delete Plan,Remover Plano,Eliminar Plan
b1aff25c-545f-4384-a492-5fc2bb3f7a18,Action.name.DELETEPORT,Delete Port,Remover Porto,Eliminar Puerto
6f1d5a3f-39e3-4988-921f-938dfeea57cd,Action.name.DELETEPRICING,Delete Pricing,Remover Pricing,Eliminar precios
ac8f1a29-02d9-4a5b-9afc-00f49fcc349a,Action.name.DELETEPRICINGQUOTATION,Batch Delete (Pricing and Quotation),Remover em Lote (Pricing e Cotação),Eliminar en lote (Precios y Cotizaciones)
95ff82be-a852-487e-802f-9c595ed8462d,Action.name.DELETEPRICINGQUOTATIONVOLUME,Batch Delete Volumes (Pricing and Quotation),Remover Volumes em Lote (do Pricing e da Cotação),Eliminar en lote volúmenes (precios y cotizaciones)
2119223a-8b1c-46a7-aaaf-d8a79bc48535,Action.name.DELETEPRICINGVOLUME,Delete Pricing Volume,Remover Volume do Pricing,Eliminar Volumen de Precios
ed480eaf-e711-42fc-843c-e08a0a6e99d9,Action.name.DELETEPROCESSAIREXPORT,Delete Process Air - Export,Remover Processo Aéreo - Exportação,Eliminar Proceso Aéreo - Exportación
24e058af-7db8-4a64-9e70-2f792a19d135,Action.name.DELETEPROCESSAIRIMPORT,Delete Process Air - Import,Remover Processo Aéreo - Importação,Eliminar Proceso Aéreo - Importación
ea536d48-1bda-42b6-a44d-996e6a0bf8cf,Action.name.DELETEPROCESSCHARGE,Delete Process Charge,Remover Taxa de Processo,Eliminar Cargo de Proceso
e9c6a694-fa9d-4ca4-bf85-5ccd310c960b,Action.name.DELETEPROCESSCOURIERIMPORT,Delete Process Courier - Import,Remover Processo Remessa - Importação,Eliminar Proceso Courier - Importar
4ff87623-0e5c-46d9-a571-b37d6f09d72b,Action.name.DELETEPROCESSGOODS,Delete Process Goods,Remover Mercadorias do Processo,Eliminar bienes del proceso
a2ddbdcd-49c0-4ad7-a4e8-c367605b6f70,Action.name.DELETEPROCESSGROUNDEXPORT,Delete Process Ground - Export,Remover Processo Rodoviário - Exportação,Eliminar Proceso Ground - Exportar
d0e068e3-aa48-4f71-ad93-cc9b05f2f969,Action.name.DELETEPROCESSGROUNDIMPORT,Delete Process Ground - Import,Remover Processo Rodoviário - Importação,Eliminar Proceso Ground - Importar
3fb91552-afdd-4e39-af40-09cd055023b3,Action.name.DELETEPROCESSGROUNDNATIONAL,Delete Process Ground National,Remover Processo Rodoviário Doméstico,"Lo siento, no puedo proporcionar una traducción precisa ya que la frase ""Delete Process Ground National"" no tiene un significado claro en inglés. Por favor proporcione más contexto o verifique si la frase está escrita correctamente"
4f8288b4-15bd-4f51-a6bd-ec3e196d956c,Action.name.DELETEPROCESSMULTIMODAL,Delete Process Multi Modality,Remover Processo Multi Modalidades,Eliminar Proceso de Multi-modalidad
9e6c85d5-d1b5-42e7-9207-3347ce1fb0ff,Action.name.DELETEPROCESSOTHERSERVICE,Delete Other Service,Remover Outros Serviços,Eliminar Otro Servicio
2622f5cc-2a37-48a2-ad06-a7c7b0e32325,Action.name.DELETEPROCESSSEAEXPORT,Delete Process Sea - Export,Remover Processo Marítimo - Exportação,Eliminar Proceso Sea - Exportación
c2449f2c-99fb-4ad5-8999-abbad23cca88,Action.name.DELETEPROCESSSEAIMPORT,Delete Process Sea - Import,Remover Processo Marítimo - Importação,Eliminar Proceso Sea - Importar
3da0f2e0-2a2c-4e66-a8f0-9b8b54c4f1be,Action.name.DELETEPROCESSVEHICLE,Delete Process Vehicle,Remover Veículo ao Processo,Eliminar Proceso de Vehículo
9c82d716-1441-4450-af42-af1729dfbb42,Action.name.DELETEPROCESSVOLUME,Delete Process Volume,Remover Volume de Processo,Eliminar Volumen de Proceso
8d85898d-0dcc-4233-a5d3-a9de899f89d1,Action.name.DELETEPROFITSHARE,Delete Profit Share,Remover Negociação de Profit Share,Eliminar la participación en las ganancias
6ec860b5-bab7-4039-8c3a-cdae90c2fdc5,Action.name.DELETEQUOTATION,Delete Quotation,Remover Cotação,Eliminar la cita
99f830fc-24a6-4b98-8259-5a1ffbafc95f,Action.name.DELETEQUOTATIONVOLUME,Delete Quotation Volume,Remover Volume da Cotação,Eliminar Volumen de Cotización
057486b8-0a17-458a-a982-4fca0509ec05,Action.name.DELETEROLE,Delete Role,Excluir Perfil,Eliminar Rol
b54d9636-1986-42ef-a9bd-10f470fe7c6b,Action.name.DELETESALESCHARGE,Delete Charge,Remover Taxa,Eliminar cargo
5da62b07-17e3-4979-ad32-ca6ed702afaa,Action.name.DELETESALESCHARGEBATCH,Batch Delete Charges (Pricing and Quotation),Remover Taxas em Lote (do Pricing e da Cotação) ,Eliminar cargos en lote (precios y cotizaciones)
668f39d0-7187-4a62-94d8-1e0423b37160,Action.name.DELETESALESMAN,Delete Salesperson,Remover Vendedor,Eliminar vendedor de ventas
c39f67a3-7259-4f54-bf67-1b6912c83a19,Action.name.DELETESALESPROCESS,Unlink Process from Pricing / Quotation,Desvincular Processo de Pricing / Cotação,Desvincular proceso de precios / cotización
8af4a24c-062b-4ca7-a6e4-981844b4b08f,Action.name.DELETESOP,Delete Office's SOP,Remover SOP de Escritório,Eliminar el SOP de la oficina
d27009e5-47cc-414e-8d9d-e25f0a1197aa,Action.name.DELETESTATEMENT,Delete Statement,Remover Statement,Declaración de eliminación
a7667271-5829-4d9c-8c0d-d5f03e1ce346,Action.name.DELETESTATEMENTINVOICES,Unlink Invoice of the Statement,Desvincular Invoice de Statement,Desvincular la factura del estado de cuenta
983083b7-0ddd-44af-90f6-e6d99a73922d,Action.name.DELETETARIFFAIRFREIGHT,Delete Tariff AirFreight,Remover Frete de Tarifário Aéreo,Eliminar arancel de flete aéreo
104a1ae8-28f9-4633-950c-0e17e4c94373,Action.name.DELETETARIFFHEADER,Delete Tariff Grouper,Remover Agrupador de Tarifário,Eliminar Agrupador de Aranceles
25d1dda0-3927-4383-893f-a8fd8319b5e5,Action.name.DELETETARIFFSEAFREIGHT,Delete Tariff Sea Freight,Remover Frete de Tarifário Marítimo,Eliminar Arancel de Flete Marítimo
1339da9d-8837-4373-a88e-65efe9817dc4,Action.name.DELETETRADINGPROCESS,Delete Trading Process,Remover Processo de Trading,Eliminar proceso de trading
2bedaed8-dab3-4e09-a77b-798e9e75c480,Action.name.DELETETRANSHIPMENT,Delete Transhipment,Remover Transbordo,Eliminar Transbordo
80d82371-94da-460d-a3a8-200cbc9b7a98,Action.name.DELETEUSERCONFIG,Reset Field Order of the Tables (Grids),Resetar Ordem das Colunas das Tabelas (Grids),Restablecer el orden de los campos de las tablas (grillas)
9b19564f-1893-488f-b498-43efc07d91a6,Action.name.DELETEVAULT,Delete Payment Method,Remover Meio de Pagamento,Eliminar Método de Pago
29ab45ed-db4a-4ef4-a7ab-dc4592d9eea0,Action.name.DELETEVEHICLE,Delete Vehicle,Excluir Veículo,Eliminar vehículo
7fc09715-5394-4104-b847-a2e0d7113312,Action.name.DELETEVESSEL,Delete Vessel,Remover Navio,Eliminar Vessel
c047c8a5-6f0b-4158-8a72-a211fd2b4b99,Action.name.DEPARTMENTS,View Departments,Visualizar Departamentos,Ver Departamentos
004243d3-e69b-4156-b6f6-7c1dfbde2e83,Action.name.DIALECT,View Dialect,Visualizar Dialeto,Ver dialecto
9da3647f-75fc-4406-8827-4330e238210f,Action.name.EMAILLAYOUTBATCH,Batch Add / Set Email Layout Fields,Adicionar e Editar em Lote Campos de Layout de Email,Agregar / Establecer campos de diseño de correo electrónico por lotes
b9c54d92-ce4f-4299-8599-71393fbb9f4b,Action.name.EMAILLAYOUTFIELDS,View Email Layout' Fields,Visualizar Campos do Layout de Email,Ver campos de diseño de correo electrónico
8e24995a-cbf7-42a2-8019-c6503d9f0316,Action.name.EMAILLAYOUTS,View Email' Layout,Visualizar Layout de Email,Ver diseño de correo electrónico
9f2d3167-cbcf-49a2-8b52-c7e78bb1993a,Action.name.EXECPAYMENT,Execute Payment,Exeutar Pagamento,Ejecutar pago
fe0673bc-a148-4146-89e5-f3e797a23962,Action.name.FREIGHTTYPES,View Freight Types,Visualizar Tipos de Frete,Ver tipos de carga
bdf13113-2027-48b7-90d0-da7592df0403,Action.name.HIERARCHIES,View Hierarchies,Visualizar Hierarquias,Jerarquías de vista
d85f80ff-bde7-4060-9f32-d17850bd08c1,Action.name.INACTIVATEPAYER,Inactive Payer,Inativar Dado de Faturamento,Pagador inactivo
9b9b0f94-e1d7-47ea-b5dd-d5b0d5c73e23,Action.name.INCOTERMCHARGE,View Incoterm Charges,Visualizar Taxas do Incoterm,Ver cargos de Incoterm
d2a19564-5f31-4aaa-86cd-830a3d97da86,Action.name.INCOTERMCHARGES,View Incoterm Charges,Visualizar Taxas de Incoterm,Ver cargos de Incoterm
a5941757-8174-4bd9-b4b8-753c141d08ee,Action.name.INCOTERMRULES,View Incoterm Rules,Visualizar Regras do Incoterm,Ver las reglas Incoterm
72751509-54fe-4ed6-82cc-2e89a4cb7f2d,Action.name.INCOTERMS,View Incoterms,Visualizar Incoterms,Ver Incoterms
9dfeeb28-c040-4725-80e0-26c9ec81cf8e,Action.name.INVITE,View Invite,Visualizar Convite,Ver invitación
d0225d0c-a319-41ca-bbb5-ac2d9ef337c6,Action.name.INVOICECALCTAXES,Calc Taxes and Retention,Calcular Impostos e Retenções,Calcular impuestos y retenciones
be9333df-7e63-4153-bf7a-2378baa95e64,Action.name.INVOICECHARGES,View Invoice Charges,Visualizar Taxas da Invoice,Ver cargos de factura
7f4655b4-db1b-4095-86e5-095b3157f1ae,Action.name.INVOICECHARGESBATCH,Batch Add / Edit Invoice Charges,Adicionar e Editar em Lote Taxas de Invoice,Agregar / Editar Cargos de Factura por Lotes
a5c2f72a-3505-46d5-9c63-f0af030eeb7a,Action.name.INVOICECOMMISSIONBATCH,Batch Add / Edit Commission Invoice ,Adicionar e Editar em Lote Invoice de Comissão,Agregar / Editar en Lote Factura de Comisión
94a408a9-5022-4825-a99d-94f3b6612c15,Action.name.INVOICEFILES,View Invoices Attachments,Visualizar Anexos de Invoices,Ver adjuntos de facturas
0cdf1e54-966b-4f09-82a2-73effd2d2282,Action.name.INVOICENFE,Visualizar NF-e,Visualizar NF-e,Ver factura electrónica (NF-e)
674d09ca-6df2-438a-b69a-ca92ef3ff509,Action.name.INVOICEPARCELS,View Invoice Parcels,Visualizar Parcelas da Invoice,Ver facturas de paquetes
1650f0b2-c5cc-4107-8579-7e0b2e2397ed,Action.name.INVOICEPARCELSBATCH,Batch Add / Set Invoice Parcels,Adicionar e Editar em Lote Parcelas de Invoice,Agregar / Establecer lotes de paquetes de facturas
8329a9a0-454b-436f-823c-8460925520ed,Action.name.INVOICEPROCESSES,View Invoice Processes,Visualizar Processos da Invoice,Ver procesos de facturación
d78ac826-e5a7-4b96-ad77-d5601cd8d5d7,Action.name.ISSUENFEINVOICE,Issue NF-e,Emitir NF-e,Emitir NF-e
b05b0e4d-b781-4853-a477-d86d45216e1e,Action.name.LASTHISTORICEXCHANGE,View Most Actual Exchange table,Visualizar Tabela da Última PTax,Ver la tabla de intercambio más actualizada
c51d88bc-c592-4b2a-b883-875f2a422c83,Action.name.LATEFEEPROCESSCHARGES,Set Demurrage / Detention Charge,Alterar Taxa de Demurrage / Detention,Establecer cargo por demora / detención
f632dd90-fc30-4af7-a879-0fc35d082286,Action.name.LATEFEEVOLUMEBILLEDS,View Demurrage/Detention Volumes Billeds,Visualizar Volumes Cobrados de Demurrage/Detention,Ver los volúmenes facturados de demora y detención
0c4fb165-781e-443f-8317-cb1b9ee8536f,Action.name.LATEFEEVOLUMES,View Demurrage / Detention Volumes,Visualizar Volumes de Demurrage / Detention,Ver volúmenes de demora / detención
2f134f4e-560a-4a6b-aab6-3f2be9296b10,Action.name.LATEFEEVOLUMESBATCH,Batch Add / Edit Demurrage / Detention Volumes,Adicionar e Editar em Lote Volume de Demurrage / Detention,Agregar / Editar en Lote los Volúmenes de Demora / Detención
d276b86c-5fc2-48a4-a41c-5ed5fa4664fe,Action.name.LOGOUTTYPE,Logout,Fazer Logout,Cerrar sesión
52ce6164-57c3-47ab-be0e-00a1fea9d3a8,Action.name.MARINETRAFFICVESSELS,View Vessels Positions,Visualizar Posições de Navios,Ver posiciones de los buques
805bed33-20eb-4eb3-b943-ad1579bd7876,Action.name.MERCHANTS,View Merchant Data,Visualizar Dados da Mercante,Ver datos del comerciante
d9407942-1c10-44a2-a9f9-f44a0e3cebc3,Action.name.NETWORKINGAFFILIATES,View Networking Affiliates,Visualizar Membros do Networking,Ver Afiliados de Redes de Contactos
c23ddd47-bc37-497d-a174-2affb8338bfe,Action.name.OCCURRENCETYPES,View Occurrence Types,Visualizar Tipos de Ocorrência,Ver tipos de ocurrencias
ea364168-c05e-4b02-b51f-ac51f937fd93,Action.name.OFFICEADDRESSES,View Addresses,Visualziar Endereços,Ver direcciones
7107b848-473a-4a49-a919-732c012d80b8,Action.name.OFFICEADMINCHARGES,List Process Charges on the Process Finish Screen,Listar Taxas de Processos na Tela de Encerramento de Processo,"Traducir:
Listar los cargos del proceso en la pantalla de finalización del proceso"
e522bf68-2389-46d9-a2be-bf4224e0e4b1,Action.name.OFFICEAIRMAP,View Air Map,Visualizar Mapa Aéreo,Ver Mapa Aéreo
a87944ea-68a0-4a76-b956-171a46e8661d,Action.name.OFFICEAIRPORTS,View Airports,Visualizar Aeroportos,Ver aeropuertos
b431463b-b2bb-433a-93c3-0be1f82e3fe7,Action.name.OFFICEBANKACCOUNTS,View Bank Accounts,Visualizar Contas Bancárias,Ver cuentas bancarias
032857d4-da41-40c6-a2f7-81f20f2fc566,Action.name.OFFICEBLOCKDUPLICATEPROCESS,Block Duplicate Process,Bloquei de Duplicar Processo,Bloquear proceso duplicado
bf3d38b7-6dfa-414d-b571-818382b83620,Action.name.OFFICEBLOCKDUPLICATEQUOTATION,Block Duplicate Quotation,Bloquei de Duplicar Cotação,Bloquear cotización duplicada
ec61b1a7-c70c-4daf-ad19-c4cbc00fe9e5,Action.name.OFFICECASHFLOWS,Office's Cash Flow,Fluxo de Caixa do Escritório,Flujo de caja de la oficina
2cf90e20-e7a8-47e7-9c02-c93d2e417482,Action.name.OFFICECHARGES,View Charges,Visualizar Taxas,Ver cargos
9e98c2b6-20d9-49fc-b145-0dba98d28b90,Action.name.OFFICECHECKLISTDASH,View CheckList from Dashboard,Visualizar Checklist do Dashboard,Ver la lista de verificación desde el panel de control
d0a61757-41b8-4ffc-9ff3-da1bd6a159cc,Action.name.OFFICECHECKLISTPROCESSES,View Checklist of Processes,Visualizar Checklist dos Processos,Ver lista de verificación de procesos
a4a9181b-0e2f-4be6-a646-46c93fc056d4,Action.name.OFFICECOMMISSIONS,View Commissions de Vendedores,Visualizar Commisões de Vendedores,Ver Comisiones de Vendedores
34fe0f94-2658-4f2c-8c19-6d314002daa1,Action.name.OFFICECONTACTS,View Contacts,Visualizar Contatos,Ver contactos
74f4cd87-ba9b-42d6-81a3-74bf97827f60,Action.name.OFFICEDEMURRAGEDETENTION,View Processes for Demurrage / Detention Analyze,Visualizar Processos para Análise de Demurrage / Detention,Ver procesos para el análisis de demora / detención
cfc6ef23-9d30-4bd8-99b5-6fd3d5234ae0,Action.name.OFFICEDOCUMENTS,View Office Documents,Visualizar Documentos de Faturamento do Escritório,Ver documentos de oficina
35d173d0-8a33-42eb-8381-87f76d490409,Action.name.OFFICEEDITPROTECTEDOCCURRENCE,Edit Protected Occurrence,Editar Ocorrência Protegida,Editar Ocurrencia Protegida
9a991e43-4fe2-45e3-a355-f23149bca856,Action.name.OFFICEEMPLOYEES,View Office Employees,Visualizar Funcionários do Escritório,Ver empleados de oficina
a156f30a-1cb1-417a-a53c-9c0070ddd86c,Action.name.OFFICEFILES,View Offices Attachments,Visualizar Anexos de Escritórios,Ver Adjuntos de Oficinas
4e65dd78-a8a6-4db5-93bc-55d8657c589b,Action.name.OFFICEFINANCIALBANKACCOUNTS,Get bank account with balance,Pegar banco com valor,Obtener una cuenta bancaria con saldo
df09e4f6-749e-4ceb-9814-57a8a8775234,Action.name.OFFICEGROUNDMAP,Ground Map - Office,Mapa Rodoviário - Escritório,Mapa del suelo - Oficina
e1f17ba7-6586-429d-b6c4-af3c9b17023a,Action.name.OFFICEGROUNDMAPOPERATIONRESTRICT,Ground Map - Office With Restriction (created by him),Mapa Rodoviário - Escritório com Restrição (criado por ele),Mapa de Planta - Oficina con Restricción (creado por él)
d1a92a04-5662-4b68-bc64-e7393b6d48f7,Action.name.OFFICEINVOICES,View Invoices,Visualizar Invoices,Ver facturas
52955be3-bde5-4224-9e92-df1c33def27b,Action.name.OFFICEINVOICESFORSTATEMENTS,View Invoices for Statement (Invoices of the same currency and supplier),Listar Invoices para Statement (Invoices com mesma moeda e fornecedor),Ver facturas para el estado de cuenta (facturas de la misma moneda y proveedor)
11e2d2d8-4b82-4956-901c-ac42563dad20,Action.name.OFFICELATEFEES,View Demurrage / Detention,Visualizar Demurrage / Detention,Ver Demora / Detención
62b57539-e5a5-4c9c-a2d0-ddf70a889c9e,Action.name.OFFICENETWORKINGS,View Office's Networkings,Visualizar Networkings do Escritório,Ver las redes de oficina
e35ecf1c-7c20-45d7-9ab3-78782f453468,Action.name.OFFICEOCCURRENCES,View Occurrences,Visualizar Ocorrências,Ver Ocurrencias
5c9a90d0-c0cb-4c91-92ee-0894fe6ed62d,Action.name.OFFICEOPERATIONALINVOICES,View Operational Invoices (Cass and Process),Visualizar Invoices Operacionais (Cass e de Processos),Ver facturas operativas (Cass y proceso)
7c0848aa-c7fb-4b86-92e3-f867742d917d,Action.name.OFFICEPHONES,View Phones,Visualizar Telefones,Ver teléfonos
63e0f679-f311-46af-a59f-6986848e744c,Action.name.OFFICEPORTS,View Ports,Visualizar Portos,Puertos de vista
0fd4723c-560d-4941-bea6-775d924119f6,Action.name.OFFICEPRICINGS,View Pricing,Visualizar Pricing,Ver precios
ebe99ec1-4577-4222-bbf3-5a26f0e31ed8,Action.name.OFFICEPROCESSCHARGESRATIOS,View Process Charges Ratios,Visualizar Rateio das Taxas do Processo,Ver las tasas de cargos del proceso
a2e61681-3065-4e75-a3f4-a94381ec3a6c,Action.name.OFFICEPROCESSES,View Processes,Visualizar Processos,Ver procesos
dee6a176-7a6f-4442-a03d-59bdda32cd86,Action.name.OFFICEPROCESSESAIREXPORT,View Process Air - Import,Visualizar Processo Aéreo - Importação,Ver Proceso Aéreo - Importación
