dsmsgkey,dsenus,dsptbr,dseses
Action.name.CONFIGVARIABLES,View Config Variables,Visualizar Variáveis de Configuração,Ver Variables de Configuración
Action.name.COSHIPMENTBATCH,Add / Set / Delete Courier Shipments,Adicionar / Editar / Excluir Remessas de Courier ,Agregar / Establecer / Eliminar Envíos de Mensajería
Action.name.COUNTRYFLAGS,View Countries,Visualizar Países,Ver países
Action.name.DELETEADDRESS,Delete Billing Address,Remover Endereço de Faturamento,Eliminar dirección de facturación
Action.name.DELETEAIRPORT,Delete Airport,Remover Airport,Eliminar aeropuerto
Action.name.DELETEAWBSEQUENCE,Delete AWB Sequence,Remover Sequence de AWB,Eliminar secuencia de AWB
Action.name.DELETECARRIERDEMURRAGE,Delete Carrier Demurrage,Remover Demurrage do Armador,Eliminar Demora del Transportista
Action.name.DELETECHARGE,Delete Charge,Remover Taxa,Eliminar Cargo
Action.name.DELETECHARGECALCULATION,Delete Charge Calculation Method,Remover Método de Cálculo de Taxa,Eliminar Método de Cálculo de Cargos
Action.name.DELETECHECKLISTGROUP,Delete Checklist Group,Remover Grupo de Checklist,Eliminar grupo de lista de verificación
Action.name.DELETECOCARGOPRESENCE,Delete Cargo Presence,Excluir Presença de Carga,Eliminar Presencia de Carga
Action.name.DELETECODECLARATION,Delete Customs Declaration,Excluir Declaração (DIR),Eliminar Declaración Aduanera
Action.name.DELETECODEVOLUTION,Delete Devolution,Excluir Devolução,Eliminar Devolución
Action.name.DELETECOMANIFEST,Delete Manifest,Excluir Manifesto,Eliminar Manifiesto
Action.name.DELETECOMMISSION,Delete Commission,Remover Comissão,Eliminar Comisión
Action.name.DELETECOMPANYCOSTCENTER,Delete % Cost Center at Company,Remover % Centro de Custo na Empresa,Eliminar % Centro de Costo en la Empresa
Action.name.DELETECONTACT,Delete Contact,Remover Contato,Eliminar contacto
Action.name.DELETECOPAYMENT,Delete Payment (DARF),Excluir Pagamento (DARF),Eliminar Pago (DARF)
Action.name.DELETECOREVIEWREQUEST,Delete Review Requests,Excluir Pedidos de Revisão,Eliminar solicitudes de revisión
Action.name.DELETECOSTCENTER,Delete Cost Center,Excluir Centro de Custo,Eliminar Centro de Costo
Action.name.DELETEDEPARTMENT,Delete Department,Remover Departamento,Eliminar Departamento
Action.name.DELETEDIALECT,Delete Dialect,Remover Dialeto,Eliminar Dialecto
Action.name.DELETEDOCUMENT,Delete Document,Excluir Documento,Eliminar documento
Action.name.DELETEDRIVER,Delete Driver,Excluir Motorista,Eliminar Conductor
Action.name.DELETEEMAILLAYOUT,Delete Email Layout,Remover Layout de Email,Eliminar diseño de correo electrónico
Action.name.DELETEFILE,Delete Files from Attachments,Remover Arquivos de Anexos,Eliminar archivos de adjuntos
Action.name.DELETEGOODS,Delete Goods,Remover Mercadoria,Eliminar Mercancía
Action.name.DELETEGOODSCOMPANY,Delete Company from Goods,Remover Empresa da Mercadoria,Eliminar empresa de la mercancía
Action.name.DELETEIMPORTFILE,Delete File Import Data,Excluir Arquivo de Importação de Dados,Eliminar archivo de importación de datos
Action.name.DELETEINCOTERMCHARGE,Delete Incoterm Charge,Remover Taxa do Incoterm,Eliminar cargo de Incoterm
Action.name.DELETEINSTRUCTION,Delete Instruction,Remover Instrução,Eliminar Instrucción
Action.name.DELETEINVOICECHARGE,Delete Invoice Charge,Remover Taxa da Invoice,Eliminar cargo de factura
Action.name.DELETEINVOICEPARCEL,Delete Invoice Parcel,Remover Parcela de Invoice,Eliminar Parcela de Factura
Action.name.DELETELATEFEEINVOICE,View Demurrage / Detention Invoice,Visualizar Invoice de Demurrage / Detention,Ver factura de demora / detención
Action.name.DELETELATEFEEVOLUME,Delete Demurrage / Detention Volume,Remover Volume de Demurrage / Detention,Eliminar Volumen de Demora / Detención
Action.name.DELETEOCCURRENCE,Delete Occurrence,Remover Ocorrência,Eliminar Ocurrencia
Action.name.DELETEOFFICE,Delete Office,Remover Escritório,Eliminar Oficina
Action.name.DELETEOFFICESALESMAN,Delete Office Salesperson,Remover Vendedor do Escritório,Eliminar Vendedor de Oficina
Action.name.DELETEORGANIZATIONPRINTSETTINGS,Delete Default Impression,Remover Padrões de Impressão,Eliminar Configuración de Impresión Predeterminada
Action.name.DELETEOWNERCHARGE,"Delete Charge of a Register (Office, Company, etc)","Remover Taxa de um Registro (Escritório, Empresa, etc)","Eliminar cargo de un registro (Oficina, Empresa, etc.)"
Action.name.DELETEPARTNER,Deactivate Webtracking Access,Inativar acesso ao Webtracking,Desactivar acceso a Webtracking.
Action.name.DELETEPAYMENTTERM,Delete Term of Payment,Remover Prazo de Pagamento,Eliminar Plazo de Pago
Action.name.DELETEPHONE,Delete Phone,Remover Telefone,Eliminar Teléfono
Action.name.DELETEPLAN,Delete Plan,Remover Plano,Eliminar Plan
Action.name.DELETEPRICING,Delete Pricing,Remover Pricing,Eliminar Precios
Action.name.DELETEPRICINGQUOTATION,Batch Delete (Pricing and Quotation),Remover em Lote (Pricing e Cotação),Eliminar en Lote (Precios y Cotización)
Action.name.OFFICEDOCUMENTS,View Office Documents,Visualizar Documentos de Faturamento do Escritório,Ver documentos de oficina
Action.name.DELETEPROCESSAIREXPORT,Delete Process Air - Export,Remover Processo Aéreo - Exportação,Eliminar Proceso Aéreo - Exportación
Action.name.DELETEPROCESSAIRIMPORT,Delete Process Air - Import,Remover Processo Aéreo - Importação,Eliminar Proceso Aéreo - Importación
Action.name.DELETEPROCESSCHARGE,Delete Process Charge,Remover Taxa de Processo,Eliminar Cargo de Proceso
Action.name.DELETEPROCESSCOURIERIMPORT,Delete Process Courier - Import,Remover Processo Remessa - Importação,Eliminar Proceso de Mensajería - Importación
Action.name.DELETEPROCESSGOODS,Delete Process Goods,Remover Mercadorias do Processo,Eliminar Proceso de Mercancías
Action.name.DELETEPROCESSGROUNDEXPORT,Delete Process Ground - Export,Remover Processo Rodoviário - Exportação,Eliminar Proceso Terrestre - Exportación
Action.name.DELETEPROCESSGROUNDIMPORT,Delete Process Ground - Import,Remover Processo Rodoviário - Importação,Eliminar Proceso Terrestre - Importación
Action.name.DELETEPROCESSMULTIMODAL,Delete Process Multi Modality,Remover Processo Multi Modalidades,Eliminar Proceso de Multimodalidad
Action.name.DELETEPROCESSOTHERSERVICE,Delete Other Service,Remover Outros Serviços,Eliminar Otro Servicio
Action.name.DELETEPROCESSSEAEXPORT,Delete Process Sea - Export,Remover Processo Marítimo - Exportação,Eliminar Proceso Marítimo - Exportación
Action.name.DELETEPROCESSSEAIMPORT,Delete Process Sea - Import,Remover Processo Marítimo - Importação,Eliminar Proceso Marítimo - Importación
Action.name.DELETEPROCESSVEHICLE,Delete Process Vehicle,Remover Veículo ao Processo,Eliminar Vehículo del Proceso
Action.name.DELETEPROCESSVOLUME,Delete Process Volume,Remover Volume de Processo,Eliminar Volumen de Proceso
Action.name.DELETEPROFITSHARE,Delete Profit Share,Remover Negociação de Profit Share,Eliminar Participación en Beneficios
Action.name.DELETEQUOTATION,Delete Quotation,Remover Cotação,Eliminar cotización
Action.name.DELETEQUOTATIONVOLUME,Delete Quotation Volume,Remover Volume da Cotação,Eliminar Volumen de Cotización
Action.name.DELETEROLE,Delete Role,Excluir Perfil,Eliminar Rol
Action.name.DELETESALESCHARGE,Delete Charge,Remover Taxa,Eliminar Cargo
Action.name.DELETESALESCHARGEBATCH,Batch Delete Charges (Pricing and Quotation),Remover Taxas em Lote (do Pricing e da Cotação) ,Eliminar cargos en lote (de precios y cotización)
Action.name.DELETESALESMAN,Delete Salesperson,Remover Vendedor,Eliminar Vendedor
Action.name.DELETESALESPROCESS,Unlink Process from Pricing / Quotation,Desvincular Processo de Pricing / Cotação,Desvincular proceso de precios / cotización
Action.name.DELETESOP,Delete Office's SOP,Remover SOP de Escritório,Eliminar SOP de la Oficina
Action.name.DELETESTATEMENT,Delete Statement,Remover Statement,Eliminar declaración
Action.name.DELETESTATEMENTINVOICES,Unlink Invoice of the Statement,Desvincular Invoice de Statement,Desvincular factura del estado
Action.name.DELETETARIFFAIRFREIGHT,Delete Tariff AirFreight,Remover Frete de Tarifário Aéreo,Eliminar Tarifa de Flete Aéreo
Action.name.DELETETARIFFHEADER,Delete Tariff Grouper,Remover Agrupador de Tarifário,Eliminar Agrupador de Tarifas
Action.name.DELETETARIFFSEAFREIGHT,Delete Tariff Sea Freight,Remover Frete de Tarifário Marítimo,Eliminar Tarifa de Flete Marítimo
Action.name.DELETETRADINGPROCESS,Delete Trading Process,Remover Processo de Trading,Eliminar Proceso de Trading
Action.name.DELETETRANSHIPMENT,Delete Transhipment,Remover Transbordo,Eliminar Transbordo
Action.name.DELETEUSERCONFIG,Reset Field Order of the Tables (Grids),Resetar Ordem das Colunas das Tabelas (Grids),Restablecer el orden de los campos de las tablas (grillas)
Action.name.DELETEVAULT,Delete Payment Method,Remover Meio de Pagamento,Eliminar Método de Pago
Action.name.DELETEVEHICLE,Delete Vehicle,Excluir Veículo,Eliminar Vehículo
Action.name.DELETEVESSEL,Delete Vessel,Remover Navio,Eliminar Buque
Action.name.DEPARTMENTS,View Departments,Visualizar Departamentos,Ver Departamentos
Action.name.DIALECT,View Dialect,Visualizar Dialeto,Ver Dialecto
Action.name.EMAILLAYOUTBATCH,Batch Add / Set Email Layout Fields,Adicionar e Editar em Lote Campos de Layout de Email,Agregar / Establecer campos de diseño de correo electrónico en lote
Action.name.EMAILLAYOUTFIELDS,View Email Layout' Fields,Visualizar Campos do Layout de Email,Ver campos de diseño de correo electrónico
Action.name.EMAILLAYOUTS,View Email' Layout,Visualizar Layout de Email,Ver diseño de correo electrónico
Action.name.EXECPAYMENT,Execute Payment,Exeutar Pagamento,Ejecutar Pago
Action.name.HIERARCHIES,View Hierarchies,Visualizar Hierarquias,Ver Jerarquías
Action.name.INACTIVATEPAYER,Inactive Payer,Inativar Dado de Faturamento,Payer inactivo
Action.name.INCOTERMCHARGES,View Incoterm Charges,Visualizar Taxas de Incoterm,Ver cargos de Incoterm
Action.name.INVITE,View Invite,Visualizar Convite,Ver invitación
Action.name.INVOICECALCTAXES,Calc Taxes and Retention,Calcular Impostos e Retenções,Calcular impuestos y retenciones
Action.name.INVOICECHARGESBATCH,Batch Add / Edit Invoice Charges,Adicionar e Editar em Lote Taxas de Invoice,Agregar / Editar en Lote Cargos de Factura
NavRoute.title.process.air.export,Air Export,Exportação Aérea,Exportación Aérea
Action.name.INVOICECOMMISSIONBATCH,Batch Add / Edit Commission Invoice ,Adicionar e Editar em Lote Invoice de Comissão,Agregar / Editar en Lote Factura de Comisión
Action.name.INVOICEFILES,View Invoices Attachments,Visualizar Anexos de Invoices,Ver archivos adjuntos de facturas
Action.name.INVOICENFE,Visualizar NF-e,Visualizar NF-e,Visualizar NF-e
Action.name.INVOICEPARCELS,View Invoice Parcels,Visualizar Parcelas da Invoice,Ver parcelas de factura
Action.name.INVOICEPARCELSBATCH,Batch Add / Set Invoice Parcels,Adicionar e Editar em Lote Parcelas de Invoice,Agregar / Establecer en Lote Parcelas de Factura
Action.name.INVOICEPROCESSES,View Invoice Processes,Visualizar Processos da Invoice,Ver procesos de factura
Action.name.ISSUENFEINVOICE,Issue NF-e,Emitir NF-e,Emitir NF-e
Action.name.LASTHISTORICEXCHANGE,View Most Actual Exchange table,Visualizar Tabela da Última PTax,Ver tabla de cambio más reciente
Action.name.LATEFEEPROCESSCHARGES,Set Demurrage / Detention Charge,Alterar Taxa de Demurrage / Detention,Establecer cargo por demora / detención
Action.name.LATEFEEVOLUMEBILLEDS,View Demurrage/Detention Volumes Billeds,Visualizar Volumes Cobrados de Demurrage/Detention,Ver volúmenes facturados de demora/detención
Action.name.LATEFEEVOLUMES,View Demurrage / Detention Volumes,Visualizar Volumes de Demurrage / Detention,Ver volúmenes de demora / detención
Action.name.LATEFEEVOLUMESBATCH,Batch Add / Edit Demurrage / Detention Volumes,Adicionar e Editar em Lote Volume de Demurrage / Detention,Agregar / Editar en Lote Volumenes de Demora / Detención
Action.name.MARINETRAFFICVESSELS,View Vessels Positions,Visualizar Posições de Navios,Ver Posiciones de Buques
Action.name.MERCHANTS,View Merchant Data,Visualizar Dados da Mercante,Ver datos del comerciante
Action.name.NETWORKINGAFFILIATES,View Networking Affiliates,Visualizar Membros do Networking,Ver Afiliados de Networking
Action.name.OFFICEADMINCHARGES,List Process Charges on the Process Finish Screen,Listar Taxas de Processos na Tela de Encerramento de Processo,Listar cargos administrativos de oficina en la pantalla de finalización del proceso.
Action.name.OFFICEAIRMAP,View Air Map,Visualizar Mapa Aéreo,Ver Mapa Aéreo
Action.name.OFFICEAIRPORTS,View Airports,Visualizar Aeroportos,Ver Aeropuertos
Action.name.OFFICEBLOCKDUPLICATEPROCESS,Block Duplicate Process,Bloquei de Duplicar Processo,Bloquear Proceso Duplicado
Action.name.OFFICEBLOCKDUPLICATEQUOTATION,Block Duplicate Quotation,Bloquei de Duplicar Cotação,Bloquear Cotización Duplicada
Action.name.OFFICECASHFLOWS,Office's Cash Flow,Fluxo de Caixa do Escritório,Flujo de caja de la oficina
Action.name.OFFICECHECKLISTDASH,View CheckList from Dashboard,Visualizar Checklist do Dashboard,Ver lista de verificación desde el panel de control
Action.name.OFFICECHECKLISTPROCESSES,View Checklist of Processes,Visualizar Checklist dos Processos,Ver lista de verificación de procesos
Action.name.OFFICEDEMURRAGEDETENTION,View Processes for Demurrage / Detention Analyze,Visualizar Processos para Análise de Demurrage / Detention,Ver procesos para análisis de demora / detención
Action.name.OFFICEEDITPROTECTEDOCCURRENCE,Edit Protected Occurrence,Editar Ocorrência Protegida,Editar Ocurrencia Protegida
Action.name.OFFICEEMPLOYEES,View Office Employees,Visualizar Funcionários do Escritório,Ver empleados de oficina
Action.name.OFFICEFILES,View Offices Attachments,Visualizar Anexos de Escritórios,Ver archivos adjuntos de oficinas
Action.name.OFFICEFINANCIALBANKACCOUNTS,Get bank account with balance,Pegar banco com valor,Obtener cuenta bancaria con saldo
Action.name.OFFICEGROUNDMAP,Ground Map - Office,Mapa Rodoviário - Escritório,Mapa de tierra - Oficina
Action.name.OFFICEGROUNDMAPOPERATIONRESTRICT,Ground Map - Office With Restriction (created by him),Mapa Rodoviário - Escritório com Restrição (criado por ele),Mapa Terrestre - Oficina con Restricción (creado por él)
Action.name.OFFICEINVOICESFORSTATEMENTS,View Invoices for Statement (Invoices of the same currency and supplier),Listar Invoices para Statement (Invoices com mesma moeda e fornecedor),Ver facturas para el estado de cuenta (facturas de la misma moneda y proveedor)
Action.name.OFFICELATEFEES,View Demurrage / Detention,Visualizar Demurrage / Detention,Ver Demora / Detención
Action.name.OFFICENETWORKINGS,View Office's Networkings,Visualizar Networkings do Escritório,Ver las conexiones de la oficina
Action.name.OFFICEOPERATIONALINVOICES,View Operational Invoices (Cass and Process),Visualizar Invoices Operacionais (Cass e de Processos),Ver facturas operativas (Cass y proceso)
Action.name.OFFICEPHONES,View Phones,Visualizar Telefones,Ver Teléfonos
Action.name.OFFICEPORTS,View Ports,Visualizar Portos,Ver Puertos
Caption.dsYear,Year Created,Ano Criação,Año de creación
Action.name.OFFICEPROCESSCHARGESRATIOS,View Process Charges Ratios,Visualizar Rateio das Taxas do Processo,Ver ratios de cargos del proceso de oficina
Action.name.OFFICEPROCESSESAIREXPORTRESTRICT,View Air Export Processes With Restriction (created by him),Visualizar Processos Aéreo Exportação com Restrição (criados por ele),Ver procesos de exportación aérea con restricción (creados por él)
Action.name.OFFICEPROCESSESAIREXPORTSALESMANRESTRICT,View Air Export Processes With Salesperson Restriction (just of his customers),Visualizar Processos Aéreo Exportação com Restrição de Vendedor (só dos clientes dele),Ver procesos de exportación aérea con restricción de vendedor (solo de sus clientes)
Action.name.OFFICEPROCESSESAIRIMPORTRESTRICT,View Air Import Processes With Restriction (created by him),Visualizar Processos Aéreo Importação com Restrição (criados por ele),Ver procesos de importación aérea con restricción (creados por él)
Action.name.OFFICEPROCESSESAIRIMPORTSALESMANRESTRICT,View Air Import Processes With Salesperson Restriction (just of his customers),Visualizar Processos Aéreo Importação com Restrição de Vendedor (só dos clientes dele),Ver procesos de importación aérea con restricción de vendedor (solo de sus clientes)
Action.name.OFFICEPROCESSESCOURIERIMPORT,View Courier Process - Import,Visualizar Processo Courier - Importação,Ver proceso de mensajería - Importación
Action.name.OFFICEPROCESSESGROUNDEXPORT,View Process Ground - Export,Visualizar Processo Rodoviário - Exportação,Ver Proceso Terrestre - Exportación
Action.name.OFFICEPROCESSESGROUNDEXPORTRESTRICTED,View Ground Export Processes With Restriction (created by him),Visualizar Processos Rodoviários Exportação com Restrição (criados por ele),Ver procesos de exportación terrestre con restricción (creados por él)
Action.name.OFFICEPROCESSESGROUNDEXPORTSALESMANRESTRICT,View Ground Export Processes With Salesperson Restriction (just of his customers),Visualizar Processos Rodoviário Exportação com Restrição de Vendedor (só dos clientes dele),Ver procesos de exportación terrestre con restricción de vendedor (solo de sus clientes)
Action.name.OFFICEPROCESSESGROUNDIMPORT,View Process Ground - Import,Visualizar Processo Rodoviário - Importação,Ver Proceso Terrestre - Importación
Action.name.OFFICEPROCESSESGROUNDIMPORTRESTRICTED,View Ground Import Processes With Restriction (created by him),Visualizar Processos Rodoviários Importação com Restrição (criados por ele),Ver procesos de importación terrestre con restricción (creados por él)
